home_links	home_links-href	cante_name
"Romances, tientos y tangos (Perrate, Perrata, Lebrijano, Mairena, Terremoto, Menese y Herraor)"	http://canteytoque.es/letrasritoromancestientosytangos.html	Tangos (Antonio Mairena)
Le chant du monde v. 19	http://canteytoque.es/letrasperinacachant.html	Soleá de Juaniquín de Lebrija
Un maestro del cante	http://canteytoque.es/letrasescacena.html	Si fueras serrana pura (garrotín)
"De Granada a La Unión (J. Hierro, P. Cros, Fosforito, M. Caparrós, E. Andreu y Camarón)"	http://canteytoque.es/letrasritogranadaalaunion.html	Taranto y taranta (Camarón)
El cante gitano del Chocolate	http://canteytoque.es/letraschocolatecantegitano.html	Dame la espuela (taranto)
El Torta	http://canteytoque.es/letraspuroyjondotorta.html	Alegrías
CD 13	http://canteytoque.es/letraspastora13.html	15. Morada (fandangos de Huelva)
El Indio Gitano	http://canteytoque.es/letrasindiogitano.html	Este encargo (seguiriyas)
Naturaleza flamenca (Quejío) 1	http://canteytoque.es/letrasmatronaquejio1.html	Correo de Vélez (soleá de preparación y soleá grande de Triana)
Fosforito	http://canteytoque.es/letraspuroyjondofosforito.html	Soleá apolá
Maestros del cante	http://canteytoque.es/letraspericon.html	Por lo mucho que te quiero (Prefacio con la malagueña de Enrique el Mellizo)
CD 12	http://canteytoque.es/letraspastora12.html	19. Por los balcones del cielo (bulería)
Cátedra del cante vol. 39	http://canteytoque.es/letrasvallejo.html	Era grande y se acabó (fandangos)
Así es... Pansequito	http://canteytoque.es/letraspansecoasies.html	Con intención de matarme
Fiesta en Andalucía la Baja	http://canteytoque.es/letrasvvfiestaenandalucialabaja.html	Me preguntas (seguiriyas de José de Paula) La Periñaca
Primer disco	http://canteytoque.es/letrasrancapino1.html	Qué triste es seguir queriendo (bulerías)
CD 8	http://canteytoque.es/letraspastora08.html	11. En un potrerito entré (guajira)
Inés Bacán	http://canteytoque.es/letraspuroyjondoinesbacan.html	Alegría
Antología del cante flamenco (CD 1)	http://canteytoque.es/letrasantologiahispavox1.html	Medias granaínas y granaínas. Niño de Almadén
CD 8	http://canteytoque.es/letraspastora08.html	12. Tan peregrina (cartagenera)
Cultura Jonda 10. XV Potaje gitano de Utrera en directo (1971)	http://canteytoque.es/letrasvvxvpotajeutrera.html	Bulerías. Pepe de Utrera
"Antología de cantaores flamencos. Vol. 25 (Agujetas Viejo, Garbanzo y Salmonete)"	http://canteytoque.es/letrasvvagujetaviejogarbanzosalmonete.html	En el columpio te vi (bamberas) el Salmonete
Chano Lobato	http://canteytoque.es/letraspuroyjondochano.html	Tangos
"En ""ca"" Fernando de la Morena"	http://canteytoque.es/letrasfernandomorena.html	Bulería de Cádiz
Naturaleza flamenca (Quejío) 2	http://canteytoque.es/letrasmatronaquejio2.html	Vestida de color de rosa (tientos)
CD 2	http://canteytoque.es/letraspastora02.html	20. Entré yo en ese castillito (bulería)
VI concurso nacional de arte flamenco 1971 Córdoba (CD1)	http://canteytoque.es/letrasvvviconcurso1.html	Seguiriyas. Beni de Cádiz
Homenaje a Pepe de la Matrona. CD 2	http://canteytoque.es/letrasmatronahomenaje2.html	En el carrito de la pena (malagueña del Mellizo)
Raíces del cante	http://canteytoque.es/letrasavila.html	Yo no quisiera quererte (murciana)
Antología del cante flamenco y cante gitano. CD 2	http://canteytoque.es/letrasvvantologiamairena2.html	Siguiriyas de José de Paula de Jerez. La Periñaca de Jerez
CD 12	http://canteytoque.es/letraspastora12.html	16. Quién será aquel soldadito (bulería)
"La familia de los Perrate (Lebrijano, Perrate, Gaspar y Perrata)"	http://canteytoque.es/letrasritofamiliaperrate.html	Bulerías por soleá (Lebrijano)
Así es... Pansequito	http://canteytoque.es/letraspansecoasies.html	Échame otra botella
Un maestro del cante	http://canteytoque.es/letrasescacena.html	Madrecita mía de mi alma (marianas)
Figuras del cante jondo	http://canteytoque.es/letrasterremotofiguras.html	Bulerías
Morrongo	http://canteytoque.es/letrasdondaymorrongo.html	Soleá al golpe y seguiriya
CD 8	http://canteytoque.es/letraspastora08.html	14. Siempre predicando en ti (soleá)
Con sabor a cuarto	http://canteytoque.es/letraschanosaboracuarto.html	Martinetes
Grandes cantaores del flamenco	http://canteytoque.es/letrasromerograndes.html	Son tan grandes mis penas (siguiriyas)
Familia Soto Sordera	http://canteytoque.es/letraspuroyjondofamiliasoto.html	Tangos
50 años de flamenco (1935-1985) v. 10	http://canteytoque.es/letraschocolate50.html	Reniego en mi sino (seguiriyas)
VI concurso nacional de arte flamenco 1971 Córdoba (CD3)	http://canteytoque.es/letrasvvviconcurso3.html	Bulerías. Curro Malena
CD 2	http://canteytoque.es/letrasantologiaorfeon2.html	Tientos. Victoriano de Málaga
CD 4	http://canteytoque.es/letraspastora04.html	10. Que un pañuelo me encontré (taranta)
"Viejos cantaores (Talega, Perote, Agujetas, Onofre, Piñana y P. Matrona)"	http://canteytoque.es/letrasritoviejoscantaores.html	Bulerías por soleá (Agujetas el Viejo)
Homenaje a Pepe de la Matrona. CD 1	http://canteytoque.es/letrasmatronahomenaje1.html	Viva Madrid que es la Corte (malagueña)
Una historia del cante flamenco 1	http://canteytoque.es/letrascaracolhistoria1.html	Cuando yo me muera (siguiriyas)
"Fandangos naturales (Gordito, Funi, Morente, Mono, Platero y Camarón)"	http://canteytoque.es/letrasritofandangosnaturales.html	Platero de Alcalá
Castillo de arena	http://canteytoque.es/letrascamaroncastillodearena.html	Que he dejado de quererte (granaína)
Grandes cantaores del flamenco	http://canteytoque.es/letrasturronero.html	Quien tiene razón la pierde (tangos de Pastora)
CD 5	http://canteytoque.es/letraspastora05.html	2. Un día era rey (soleá)
Chano Lobato (CD2)	http://canteytoque.es/letraschano2.html	Adiós Málaga la bella (tangos de Málaga)
disco 7	http://canteytoque.es/letrasvvantologiaariola7.html	En un prado verde (alboreás) Joselero
El Lebrijano	http://canteytoque.es/letraspuroyjondolebrijano.html	Seguiriyas
Arroyuelo	http://canteytoque.es/letrasantoniomalena.html	Arroyuelo
Beni de Cádiz (con Manolete)	http://canteytoque.es/letrasritobeni.html	Soleares
Castillo de arena	http://canteytoque.es/letrascamaroncastillodearena.html	Dos estrellas relucientes (fandangos)
"De Despeñaperros para arriba (Porras, A. y K. Farina, Calderas y Quiqui)"	http://canteytoque.es/letrasritodespenaperrosparriba.html	Livianas y trilleras (Quiqui de Toledo)
"De Granada a La Unión (J. Hierro, P. Cros, Fosforito, M. Caparrós, E. Andreu y Camarón)"	http://canteytoque.es/letrasritogranadaalaunion.html	Minera (Fosforito)
Manuel Soto Sordera	http://canteytoque.es/letrasritosordera.html	Bulerías por soleá
"Mujeres de la Bética (Perla, Sallago, Adela Chaqueta)"	http://canteytoque.es/letrasvvperlasallagoadela.html	Dónde estás corazón (canción por bulerías) Adela la Chaqueta
50 años de flamenco (1940-1990) v. 1	http://canteytoque.es/letrasfosforito50.html	A San Agustín (seguiriyas)
"Mujeres de la Bética (Perla, Sallago, Adela Chaqueta)"	http://canteytoque.es/letrasvvperlasallagoadela.html	Virgen de la Caridad (cantiñas) la Sallago
"La familia Pinini (Fernanda Peña, Funi, María Peña, Bernarda y Fernanda)"	http://canteytoque.es/letrasritofamiliapinini.html	Alegría o cantiña de Pinini (Fernanda Peña)
disco 1	http://canteytoque.es/letrasvvantologiaariola1.html	Tú has perdido los papeles (bulerías) Manuel Soto Sordera
CD 1	http://canteytoque.es/letraspastora01.html	16. Castillitos grandes he visto yo (soleá)
Los cantes inéditos de Juan Talega	http://canteytoque.es/letrastalegacantesineditos.html	Toná
Cante flamenco (volumen 1)	http://canteytoque.es/letrasfernandaybernardacanteflamenco1.html	Bulerías. Bernarda
"Colección Federico García Lorca (Torre, Tenazas, Pastora, Tomás y Cepero)"	http://canteytoque.es/letrasvvcoleccionlorca.html	Magino entre mí (soleares de Paquirri) el Tenazas
disco 3	http://canteytoque.es/letrasvvantologiaariola3.html	A estas horas quien será (debla y martinente)  Diego Clavel
Cante flamenco (volumen 2)	http://canteytoque.es/letrasfernandaybernardacanteflamenco2.html	Bulerías por soleá. Fernanda
El Indio Gitano	http://canteytoque.es/letrasindiogitano.html	Yo crié (fandangos)
Arte flamenco. Miguel Vargas / Chano Lobato	http://canteytoque.es/letrasvvmiguelvargaschano.html	Candelita que hice (serrana) Miguel Vargas
Chano Lobato (CD1)	http://canteytoque.es/letraschano1.html	La puerta de tu casa (caracoles nuevos)
Solera gitana(Quejío) 2	http://canteytoque.es/letrasmairenaquejio2.html	Cosas que no están en orden (soleares)
El color de la hierba	http://canteytoque.es/letrasmagujetahierba.html	Adiós Málaga la bella (tangos)
disco 9	http://canteytoque.es/letrasvvantologiaariola9.html	Que es inganable (cantiñas y romeras) Antonio Mairena
Maestros del cante	http://canteytoque.es/letrassorderamaestros.html	Cuando remedio tenía (soleares de Jerez)
Así soy yo	http://canteytoque.es/letrassusiasisoyyo.html	Mi sangre te voy a dar (media granaína)
Tía Anica la Periñaca	http://canteytoque.es/letrasritoperinaca.html	Alegrías y cantiñas
El Lebrijano	http://canteytoque.es/letraspuroyjondolebrijano.html	Soleá
Actuaciones históricas(CD1)	http://canteytoque.es/letrasmairenaact1.html	Si me encuentras por la calle (soleares)
"Seguiriyas (II) (Talega, Chocolate, L. Caballero y A. Mairena)"	http://canteytoque.es/letrasritoseguiriyas2.html	Seguiriyas de Tomás el Nitri (Antonio Mairena)
Cristobalina Suárez	http://canteytoque.es/letrasritocristobalina.html	Bulerías
Grandes cantaores del flamenco	http://canteytoque.es/letraschatodelaisla.html	A mí me gusta beber (tarantos)
Archivo de flamenco	http://canteytoque.es/letrasterremotoarchivo.html	Con todo el mundo tú te ríes (fandangos)
"¡Flamenco! ""Marqués de Porrina"""	http://canteytoque.es/letrasporrina.html	A la puerta llaman (tangos)
CD 10	http://canteytoque.es/letraspastora10.html	21. No llamarme al médico (siguiriya)
disco 4	http://canteytoque.es/letrasvvantologiaariola4.html	Por lo que yo voy mirando (bulerías) Fernando Terremoto
Chano Lobato (CD1)	http://canteytoque.es/letraschano1.html	Cádiz la bailaora (tanguillos de Cádiz)
El querer no se puede ocultar	http://canteytoque.es/letrasmagujetaquerer.html	Cuando me muera (siguiriyas)
Por tarantas y tarantos	http://canteytoque.es/letrasvvportarantas.html	Están sembrando pimientos. Gabriel Moreno
Chano Lobato (CD1)	http://canteytoque.es/letraschano1.html	No quiero de ti ni el agua. (martinete y debla)
"Potaje gitano en Utrera (con Fernanda, Bernarda, Pepa, Perrate y Paco Valdepeñas)"	http://canteytoque.es/letrasvvpotajeutrera.html	Donde andará mi muchacho (tarantos por Bulerías) Bernarda de Utrera
Cultura Jonda 7	http://canteytoque.es/letrasfernandaybernardacultura.html	Ten cuidado (bulerías - canción) Fernanda
Tres generaciones. Agujetas CD 2 (Manuel y su hijo)	http://canteytoque.es/letrasvvtresgeneraciones2.html	Como te coja en el hierro (romeras) Manuel Agujetas
disco 10	http://canteytoque.es/letrasvvantologiaariola10.html	A los pocitos nos bajan (tarantos) Turronero
Chano Lobato (CD2)	http://canteytoque.es/letraschano2.html	Mirabrás
"Viejos cantaores (Talega, Perote, Agujetas, Onofre, Piñana y P. Matrona)"	http://canteytoque.es/letrasritoviejoscantaores.html	Bulerías por soleá (Juan Talega)
Fiesta por bulerías. Los gitanos de Jerez	http://canteytoque.es/letrasvvfiestaporbulerias.html	No niego haberte querido. Joaquín el Zambo
disco 10	http://canteytoque.es/letrasvvantologiaariola10.html	Hay lenguas en esta calle (soleares de Frijones) Jose Menese
Premio Manuel Torre de cante flamenco	http://canteytoque.es/letrasmagujetapremio.html	Fandangos de la paloma
disco 9	http://canteytoque.es/letrasvvantologiaariola9.html	Me alumbra de madrugada (alegrías) Diego Clavel
"Grandes guitarras del flamenco. Melchor de Marchena (Antonio Mairena, Pericón, Pepe y Enrique el Culata)"	http://canteytoque.es/letrasvvmelchor.html	Misionero de Dios (petenera) Pepe el Culata
Antología del cante flamenco y cante gitano. CD 1	http://canteytoque.es/letrasvvantologiamairena1.html	Malagueña de Chacón. Manuel Centeno
Chano Lobato (CD2)	http://canteytoque.es/letraschano2.html	Tientos
Fandangos de Huelva (Pepe Rivera y Paco Toronjo)	http://canteytoque.es/letrasritofandangosdehuelva.html	Fandangos de Santa Eulalia (Pepe Rivera)
Chano Lobato (CD1)	http://canteytoque.es/letraschano1.html	Me gusta el número 15 (aires de romeras)
Cante gitano	http://canteytoque.es/letrascurromalena.html	Bulerías
Cátedra del cante vol. 39	http://canteytoque.es/letrasvallejo.html	Y te quiero como a ella (verdiales)
CD 1	http://canteytoque.es/letrasantologiaorfeon1.html	Cartagenera. Antonio Valdepeñas
Arte flamenco. Pericón de Cádiz / Chato de La Isla	http://canteytoque.es/letrasvvpericonchato.html	Boda flamenca en Cádiz (soleá por bulerías)
CD 7	http://canteytoque.es/letraspastora07.html	6. Padre mío Jesús (siguiriya)
Arte flamenco. Antonio Piñana / Dolores de Córdoba	http://canteytoque.es/letrasvvpinanadolorescordoba.html	Soy de Cartagena (cartagenera grande) Antonio Piñana
Cristobalina Suárez	http://canteytoque.es/letrasritocristobalina.html	Seguiriyas
Fosforito	http://canteytoque.es/letrasritofosforito.html	Taranto
CD 10	http://canteytoque.es/letraspastora10.html	17. Del convento las campanas (malagueña)
Le chant du monde v. 17	http://canteytoque.es/letrasbenichant.html	Soleares
El Indio Gitano	http://canteytoque.es/letrasindiogitano.html	A toditos los mineros (tarantos)
Mariana Cornejo	http://canteytoque.es/letraspuroyjondocornejo.html	Soleá por bulerías
"Cante flamenco gitano (Gaspar, R. Romero, Donday, Cristobalina y Turronero)"	http://canteytoque.es/letrasritocantegitano.html	Fandangos (Cristobalina Suárez)
Juan Villar	http://canteytoque.es/letraspuroyjondovillar.html	Soleá
disco 9	http://canteytoque.es/letrasvvantologiaariola9.html	Porque la encuentro a mi apaño (bulerías) Juan Romero Pantoja
Aromas de Cádiz	http://canteytoque.es/letraschanoaromas.html	Hay un carril (alegrías)
"Grandes guitarras del flamenco. Manuel Morao (con Sernita, Chaleco, Paquera y Terremoto)"	http://canteytoque.es/letrasvvmorao.html	El sentío me lo quita (alegrías) Sernita de Jerez
Antología del cante flamenco (CD 1)	http://canteytoque.es/letrasantologiahispavox1.html	Malagueñas del Mellizo. Pericón de Cádiz
Un maestro del cante	http://canteytoque.es/letrasescacena.html	Malagueñas
"Grandes guitarras del flamenco. Manuel Morao (con Sernita, Chaleco, Paquera y Terremoto)"	http://canteytoque.es/letrasvvmorao.html	Dos vereítas iguales (soleares) Terremoto
Maestros del cante	http://canteytoque.es/letrasvarea.html	A la puerta de un rico avariento (campanilleros)
Sus primeras grabaciones	http://canteytoque.es/letrasfernandaybernardasusprimeras.html	Metía entre todas las flores (fandango por soleá) Fernanda
Un maestro del cante	http://canteytoque.es/letrasescacena.html	Cartageneras
"Grabaciones en París 1956-1959. Rafael Romero, Juan Varea, Perico el del Lunar (CD 2)"	http://canteytoque.es/letrasvvgrabacionesenparis2.html	Tientos gitanos (Rafael Romero)
CD 10	http://canteytoque.es/letraspastora10.html	19. Cómo reluce (caracoles)
"Grandes guitarras del flamenco. Melchor de Marchena (Antonio Mairena, Pericón, Pepe y Enrique el Culata)"	http://canteytoque.es/letrasvvmelchor.html	El día que me eches de menos (bulería por soleá) Pepe el Culata
Maestros del cante	http://canteytoque.es/letrasperla.html	Me valgo de mi saber (alegrías)
En directo en Zeleste	http://canteytoque.es/letrasjoslerozeleste.html	Merecía esta serrana (soleares)
Homenaje a Pepe de la Matrona. CD 2	http://canteytoque.es/letrasmatronahomenaje2.html	Prima en el altar mayor (soleá)
CD 6	http://canteytoque.es/letraspastora06.html	14. Si te llamas Dolores (sevillana)
Fiesta en Andalucía la Baja	http://canteytoque.es/letrasvvfiestaenandalucialabaja.html	Tu cuerpo no tiene fin (tientos) El Borrico
Le chant du monde v. 19	http://canteytoque.es/letrasperinacachant.html	Qué fatiguita tengo (bulerías de Jerez)
"Antología de cantaores flamencos. Vol. 8 (Chocolate, Cojo de Málaga, Pena hijo)"	http://canteytoque.es/letrasvvchocolatecojomalagapenahijo.html	Viejecita y ya ni ve (fandangos de Huelva) Antonio Nuñez el Chocolate
"Grandes guitarras del flamenco. Manuel Morao (con Sernita, Chaleco, Paquera y Terremoto)"	http://canteytoque.es/letrasvvmorao.html	Sultana del salero (fandangos de Sevilla) Paquera de Jerez
Pessoa flamenco	http://canteytoque.es/letrasvicentesotopessoa.html	soleá
Al compás de los Zambos	http://canteytoque.es/letrasvvfamiliazambo.html	La hija del manijero
Bernarda de Utrera	http://canteytoque.es/letrasritobernarda.html	Fandangos por soleá
Le chant du monde v. 2	http://canteytoque.es/letrasalmaden.html	Mirabrás
Chano Lobato	http://canteytoque.es/letraspuroyjondochano.html	Soleá de Cádiz
"De Granada a La Unión (J. Hierro, P. Cros, Fosforito, M. Caparrós, E. Andreu y Camarón)"	http://canteytoque.es/letrasritogranadaalaunion.html	Granaína y media granaína (Juan Hierro)
"Grandes guitarras del flamenco. Pedro Peña (con Perrata, Lebrijano, Periñaca, Borrico y Juanata)"	http://canteytoque.es/letrasvvpedropena.html	Más te quisiera (bulerías) tía Anica la Periñaca
CD 4	http://canteytoque.es/letrasantologiaorfeon4.html	Soleares de la Sarneta y de Triana. Antonio Valdepeñas
Le chant du monde v. 8. (con Agujeta Viejo)	http://canteytoque.es/letrasmagujetachant.html	Tus penas con mis penas (bulerías)
